InvoiceNo,StockCode,year,month,day,hour,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,amount_spent
573665,20975,2011,10,1,16,12 pencils small tube red retrospot,24,2011-10-31 16:24:00,0.65,13982,United Kingdom,15.6
569568,84997D,2011,10,3,9,childrens cutlery polkadot pink,4,2011-10-05 09:57:00,4.15,12700,France,16.6
568049,23372,2011,9,5,12,set 36 colour pencils dolly girl,1,2011-09-23 12:38:00,1.25,17841,United Kingdom,1.25
578025,21499,2011,11,2,13,blue polkadot wrap,25,2011-11-22 13:28:00,0.42,16722,United Kingdom,10.5
574312,23352,2011,11,4,17,roll wrap 50's red christmas ,1,2011-11-03 17:39:00,1.25,17221,United Kingdom,1.25
549261,22266,2011,4,4,12,easter decoration hanging bunny,2,2011-04-07 12:35:00,0.65,14903,United Kingdom,1.3
571551,22620,2011,10,2,8,4 traditional spinning tops,12,2011-10-18 08:28:00,1.45,15637,United Kingdom,17.4
537385,22866,2010,12,1,13,hand warmer scotty dog design,2,2010-12-06 13:22:00,2.1,14487,United Kingdom,4.2
558089,23031,2011,6,7,12,drawer knob crackle glaze pink,12,2011-06-26 12:36:00,1.65,13505,Switzerland,19.8
538910,85123A,2010,12,3,10,white hanging heart t-light holder,6,2010-12-15 10:54:00,2.95,17454,United Kingdom,17.700000000000006
573300,21035,2011,10,5,16,set/2 red retrospot tea towels ,1,2011-10-28 16:10:00,3.25,16049,United Kingdom,3.25
552262,22440,2011,5,7,11,balloon water bomb pack of 35,20,2011-05-08 11:37:00,0.42,14911,EIRE,8.4
572082,22699,2011,10,4,14,roses regency teacup and saucer ,24,2011-10-20 14:18:00,2.55,17672,United Kingdom,61.2
536373,84029G,2010,12,3,9,knitted union flag hot water bottle,6,2010-12-01 09:02:00,3.39,17850,United Kingdom,20.34
560921,22717,2011,7,4,19,card dog and ball ,12,2011-07-21 19:17:00,0.42,16224,United Kingdom,5.04
566239,21175,2011,9,7,11,gin + tonic diet metal sign,12,2011-09-11 11:26:00,2.55,14665,United Kingdom,30.6
562789,23296,2011,8,2,13,set of 6 tea time baking cases,128,2011-08-09 13:50:00,1.04,14646,Netherlands,133.12
564090,23293,2011,8,2,9,set of 12 fairy cake baking cases,8,2011-08-23 09:53:00,0.83,17041,United Kingdom,6.64
545636,22292,2011,3,5,12,hanging chick  yellow decoration,24,2011-03-04 12:15:00,1.45,16449,United Kingdom,34.8
576400,85123A,2011,11,2,10,white hanging heart t-light holder,18,2011-11-15 10:51:00,2.95,13632,United Kingdom,53.1
539607,22181,2010,12,1,14,snowstorm photo frame fridge magnet,12,2010-12-20 14:10:00,0.85,12681,France,10.2
549734,22088,2011,4,1,17,paper bunting coloured lace,2,2011-04-11 17:12:00,2.95,16409,United Kingdom,5.9
567801,23502,2011,9,4,12,playing cards vintage doiley ,12,2011-09-22 12:02:00,1.25,13089,United Kingdom,15.0
575849,20719,2011,11,5,12,woodland charlotte bag,10,2011-11-11 12:11:00,0.85,14790,United Kingdom,8.5
560238,23035,2011,7,7,11,drawer knob ceramic ivory,12,2011-07-17 11:41:00,1.45,17725,United Kingdom,17.4
536460,21121,2010,12,3,12,set/10 red polkadot party candles,24,2010-12-01 12:22:00,1.25,14849,United Kingdom,30.0
565465,22910,2011,9,1,9,paper chain kit vintage christmas,12,2011-09-05 09:46:00,2.95,15364,United Kingdom,35.40000000000001
542791,22411,2011,2,2,10,jumbo shopper vintage red paisley,10,2011-02-01 10:47:00,1.95,15039,United Kingdom,19.5
544636,22933,2011,2,2,11,baking mould easter egg milk choc,12,2011-02-22 11:05:00,2.95,18257,United Kingdom,35.40000000000001
545821,84988,2011,3,1,12,set of 72 pink heart paper doilies,12,2011-03-07 12:50:00,1.45,13001,United Kingdom,17.4
545408,47591D,2011,3,3,12,pink fairy cake childrens apron,8,2011-03-02 12:10:00,1.95,15067,United Kingdom,15.6
571745,22835,2011,10,3,10,hot water bottle i am so poorly,4,2011-10-19 10:48:00,4.95,14911,EIRE,19.8
581451,22666,2011,12,4,17,recipe box pantry yellow design,6,2011-12-08 17:57:00,2.95,17144,United Kingdom,17.700000000000006
563432,17003,2011,8,2,12,brocade ring purse ,36,2011-08-16 12:12:00,0.29,16713,United Kingdom,10.44
563376,21833,2011,8,2,10,camouflage led torch,6,2011-08-16 10:36:00,1.69,15752,United Kingdom,10.14
546753,85049D,2011,3,3,13,bright blues ribbons ,3,2011-03-16 13:00:00,1.25,16383,United Kingdom,3.75
572210,22834,2011,10,5,12,hand warmer babushka design,12,2011-10-21 12:12:00,2.1,13755,United Kingdom,25.200000000000006
538199,21034,2010,12,5,11,rex cash+carry jumbo shopper,1,2010-12-10 11:02:00,0.95,14082,United Kingdom,0.95
556484,22619,2011,6,7,13,set of 6 soldier skittles,3,2011-06-12 13:17:00,3.75,16938,United Kingdom,11.25
550183,82482,2011,4,4,17,wooden picture frame white finish,6,2011-04-14 17:58:00,2.55,14105,United Kingdom,15.3
545830,82600,2011,3,1,13,no singing metal sign,4,2011-03-07 13:10:00,2.1,17634,United Kingdom,8.4
540672,22747,2011,1,1,15,poppy's playhouse bathroom,6,2011-01-10 15:51:00,2.1,15281,United Kingdom,12.6
571212,22367,2011,10,5,12,childrens apron spaceboy design,2,2011-10-14 12:53:00,1.95,12856,United Kingdom,3.9
572219,84755,2011,10,5,13,colour glass t-light holder hanging,8,2011-10-21 13:17:00,0.65,17463,United Kingdom,5.2
578688,22686,2011,11,5,9,french blue metal door sign no,1,2011-11-25 09:27:00,1.25,16719,United Kingdom,1.25
544824,22682,2011,2,4,9,french blue metal door sign 7,10,2011-02-24 09:32:00,1.25,17139,United Kingdom,12.5
569322,21485,2011,10,1,12,retrospot heart hot water bottle,12,2011-10-03 12:31:00,4.95,16912,United Kingdom,59.40000000000001
574514,22139,2011,11,5,13,retrospot tea set ceramic 11 pc ,1,2011-11-04 13:34:00,4.95,15311,United Kingdom,4.95
547651,22293,2011,3,4,12,hanging chick green decoration,1,2011-03-24 12:11:00,1.45,16904,United Kingdom,1.45
544406,22212,2011,2,5,13,four hook  white lovebirds,9,2011-02-18 13:26:00,2.1,16726,United Kingdom,18.9
577530,22766,2011,11,7,13,photo frame cornice,8,2011-11-20 13:48:00,2.95,14950,United Kingdom,23.6
549126,16161P,2011,4,3,14,wrap english rose ,25,2011-04-06 14:23:00,0.42,16031,United Kingdom,10.5
572236,23512,2011,10,5,14,embroidered ribbon reel rosie,3,2011-10-21 14:42:00,2.08,14646,Netherlands,6.24
573921,22918,2011,11,3,8,herb marker parsley,12,2011-11-02 08:44:00,0.65,16352,United Kingdom,7.800000000000002
578707,20975,2011,11,5,11,12 pencils small tube red retrospot,2,2011-11-25 11:20:00,0.65,17870,United Kingdom,1.3
573361,20961,2011,10,7,12,strawberry bath sponge ,2,2011-10-30 12:53:00,1.25,14456,United Kingdom,2.5
542519,22728,2011,1,5,12,alarm clock bakelike pink,8,2011-01-28 12:19:00,3.75,15159,United Kingdom,30.0
580133,21790,2011,12,4,18,vintage snap cards,3,2011-12-01 18:43:00,0.85,15531,United Kingdom,2.55
578541,23501,2011,11,4,15,key ring baseball boot union jack,20,2011-11-24 15:01:00,1.25,14277,France,25.0
574726,35471D,2011,11,7,14,set of 3 bird light pink feather ,1,2011-11-06 14:56:00,0.39,14664,United Kingdom,0.39
579941,23535,2011,12,4,10,wall art bicycle safety,4,2011-12-01 10:31:00,5.95,16496,United Kingdom,23.8
572907,22138,2011,10,3,15,baking set 9 piece retrospot ,3,2011-10-26 15:44:00,4.95,12827,United Kingdom,14.85
556484,22750,2011,6,7,13,feltcraft princess lola doll,1,2011-06-12 13:17:00,3.75,16938,United Kingdom,3.75
540543,82581,2011,1,7,15,toilet metal sign,6,2011-01-09 15:23:00,0.55,14395,United Kingdom,3.3000000000000003
570445,22900,2011,10,1,14,set 2 tea towels i love london ,1,2011-10-10 14:42:00,3.25,12748,United Kingdom,3.25
576665,21162,2011,11,3,11,toxic area  door hanger ,1,2011-11-16 11:46:00,0.39,17841,United Kingdom,0.39
553751,85230G,2011,5,4,10,orange votive candle,24,2011-05-19 10:16:00,0.29,15630,United Kingdom,6.959999999999999
550829,82484,2011,4,4,10,wood black board ant white finish,2,2011-04-21 10:19:00,7.95,17841,United Kingdom,15.9
553390,35648,2011,5,1,16,vintage bead pink purse ,2,2011-05-16 16:41:00,0.83,17841,United Kingdom,1.66
539318,84991,2010,12,4,19,60 teatime fairy cake cases,24,2010-12-16 19:09:00,0.55,12348,Finland,13.2
550512,22896,2011,4,1,16,peg bag apples design,1,2011-04-18 16:31:00,2.55,18069,United Kingdom,2.55
573937,22023,2011,11,3,10,empire birthday card,12,2011-11-02 10:40:00,0.42,15830,United Kingdom,5.04
541568,22725,2011,1,3,12,alarm clock bakelike chocolate,4,2011-01-19 12:07:00,3.75,15606,United Kingdom,15.0
545819,82578,2011,3,1,12,kitchen metal sign,3,2011-03-07 12:31:00,0.55,16356,United Kingdom,1.65
558540,22348,2011,6,4,12,tea bag plate red retrospot,12,2011-06-30 12:15:00,0.85,17706,United Kingdom,10.2
553194,23050,2011,5,7,13,recycled acapulco mat green,2,2011-05-15 13:37:00,8.25,16283,United Kingdom,16.5
555012,22775,2011,5,2,10,purple drawerknob acrylic edwardian,12,2011-05-31 10:43:00,1.25,16814,United Kingdom,15.0
563933,23350,2011,8,7,15,roll wrap vintage spot ,5,2011-08-21 15:54:00,1.25,16536,United Kingdom,6.25
540098,84032B,2011,1,2,15,charlie + lola red hot water bottle,1,2011-01-04 15:50:00,2.95,16241,United Kingdom,2.95
577475,48194,2011,11,7,11,doormat hearts,2,2011-11-20 11:30:00,8.25,15152,United Kingdom,16.5
547206,22993,2011,3,1,14,set of 4 pantry jelly moulds,2,2011-03-21 14:18:00,1.25,16791,United Kingdom,2.5
565092,23245,2011,9,4,10,set of 3 regency cake tins,4,2011-09-01 10:36:00,4.95,14092,United Kingdom,19.8
563376,22717,2011,8,2,10,card dog and ball ,12,2011-08-16 10:36:00,0.42,15752,United Kingdom,5.04
566599,22804,2011,9,2,15,candleholder pink hanging heart,2,2011-09-13 15:37:00,2.95,15998,United Kingdom,5.9
563920,22772,2011,8,7,14,pink drawer knob acrylic edwardian,12,2011-08-21 14:00:00,1.25,16407,United Kingdom,15.0
573323,22727,2011,10,7,10,alarm clock bakelike red ,3,2011-10-30 10:54:00,3.75,15708,United Kingdom,11.25
581433,23522,2011,12,4,15,wall art dog and ball ,12,2011-12-08 15:54:00,1.25,14911,EIRE,15.0
562721,22919,2011,8,1,16,herb marker mint,36,2011-08-08 16:31:00,0.65,15985,United Kingdom,23.4
567610,23391,2011,9,3,11, i love london mini backpack,12,2011-09-21 11:30:00,4.15,17511,United Kingdom,49.8
569212,22113,2011,10,7,12,grey heart hot water bottle,4,2011-10-02 12:05:00,4.25,15164,United Kingdom,17.0
568323,82600,2011,9,1,13,no singing metal sign,6,2011-09-26 13:45:00,2.1,15078,United Kingdom,12.6
537224,22497,2010,12,7,16,set of 2 tins vintage bathroom ,2,2010-12-05 16:24:00,4.25,13174,United Kingdom,8.5
569002,72741,2011,9,4,17,grand chocolatecandle,9,2011-09-29 17:53:00,1.45,17572,United Kingdom,13.05
567878,20979,2011,9,4,14,36 pencils tube red retrospot,2,2011-09-22 14:42:00,1.25,16910,United Kingdom,2.5
564173,21375,2011,8,2,14,large camphor wood field mushroom ,2,2011-08-23 14:23:00,5.45,12567,France,10.9
576614,23495,2011,11,2,16,set of 3 pantry wooden spoons,1,2011-11-15 16:38:00,1.25,12933,United Kingdom,1.25
578146,23461,2011,11,3,11,sweetheart bird house,1,2011-11-23 11:07:00,4.15,13742,United Kingdom,4.15
540349,21879,2011,1,4,14,hearts gift tape,24,2011-01-06 14:07:00,0.19,15379,United Kingdom,4.5600000000000005
560782,23310,2011,7,4,10,bubblegum ring assorted,36,2011-07-21 10:10:00,0.42,14769,United Kingdom,15.12
578016,23109,2011,11,2,13,pack of six led tea lights,2,2011-11-22 13:02:00,2.89,14506,United Kingdom,5.78
564342,23309,2011,8,3,14,set of 60 i love london cake cases ,3,2011-08-24 14:53:00,0.55,16340,United Kingdom,1.65
562576,22976,2011,8,7,13,circus parade childrens egg cup ,12,2011-08-07 13:08:00,1.25,15518,United Kingdom,15.0
537624,20798,2010,12,2,14,clear milkshake glass,2,2010-12-07 14:41:00,2.1,12748,United Kingdom,4.2
560979,84876B,2011,7,5,12,green heart compact mirror,24,2011-07-22 12:21:00,1.25,15232,United Kingdom,30.0
567475,21992,2011,9,2,13,vintage paisley stationery set,2,2011-09-20 13:11:00,1.25,16360,United Kingdom,2.5
555568,21563,2011,6,7,15,red heart shape love bucket ,6,2011-06-05 15:25:00,2.95,17589,United Kingdom,17.700000000000006
545445,22301,2011,3,3,16,coffee mug cat + bird design,6,2011-03-02 16:26:00,2.55,17738,United Kingdom,15.3
547829,22784,2011,3,5,15,lantern cream gazebo ,3,2011-03-25 15:24:00,4.95,16081,United Kingdom,14.85
571498,23395,2011,10,1,15,belle jardiniere cushion cover,1,2011-10-17 15:06:00,3.75,17841,United Kingdom,3.75
576629,23493,2011,11,3,8,vintage doily travel sewing kit,10,2011-11-16 08:37:00,1.95,12621,Germany,19.5
567077,22470,2011,9,5,12,heart of wicker large,2,2011-09-16 12:34:00,2.95,18122,United Kingdom,5.9
541970,22029,2011,1,1,13,spaceboy birthday card,72,2011-01-24 13:48:00,0.36,15179,United Kingdom,25.92
551390,21204,2011,4,4,12,daisies  honeycomb garland ,12,2011-04-28 12:03:00,1.65,15143,United Kingdom,19.8
540353,22113,2011,1,4,14,grey heart hot water bottle,1,2011-01-06 14:53:00,3.75,13764,United Kingdom,3.75
543653,21165,2011,2,5,10,beware of the cat metal sign ,4,2011-02-11 10:26:00,1.69,14796,United Kingdom,6.76
553714,21792,2011,5,3,15,classic french style basket green ,4,2011-05-18 15:55:00,3.95,16987,United Kingdom,15.8
578757,22558,2011,11,5,11,clothes pegs retrospot pack 24 ,1,2011-11-25 11:41:00,1.65,12748,United Kingdom,1.65
561384,22779,2011,7,3,9,wooden owls light garland ,8,2011-07-27 09:01:00,4.25,13194,United Kingdom,34.0
577490,22738,2011,11,7,12,ribbon reel snowy village,1,2011-11-20 12:11:00,1.65,16464,United Kingdom,1.65
561894,22460,2011,7,7,15,embossed glass tealight holder,1,2011-07-31 15:00:00,1.25,14456,United Kingdom,1.25
575895,22909,2011,11,5,14,set of 20 vintage christmas napkins,1,2011-11-11 14:50:00,0.85,17052,United Kingdom,0.85
570423,23289,2011,10,1,13,dolly girl childrens bowl,1,2011-10-10 13:38:00,1.25,14451,United Kingdom,1.25
542893,22773,2011,2,2,13,green drawer knob acrylic edwardian,12,2011-02-01 13:36:00,1.25,18202,United Kingdom,15.0
546950,22899,2011,3,5,11,children's apron dolly girl ,2,2011-03-18 11:24:00,2.1,16511,United Kingdom,4.2
580659,23352,2011,12,1,13,roll wrap 50's red christmas ,1,2011-12-05 13:46:00,1.25,17811,United Kingdom,1.25
536368,22912,2010,12,3,8,yellow coat rack paris fashion,3,2010-12-01 08:34:00,4.95,13047,United Kingdom,14.85
550519,22570,2011,4,2,9,feltcraft cushion rabbit,4,2011-04-19 09:31:00,3.75,13141,United Kingdom,15.0
578977,23131,2011,11,7,15,mistletoe heart wreath cream,3,2011-11-27 15:18:00,4.15,17231,United Kingdom,12.45
566320,23356,2011,9,1,11,love hot water bottle,6,2011-09-12 11:41:00,5.95,13983,United Kingdom,35.7
579293,23196,2011,11,2,11,vintage leaf magnetic notepad,1,2011-11-29 11:22:00,1.45,14419,United Kingdom,1.45
577469,23162,2011,11,7,11,regency tea strainer,1,2011-11-20 11:25:00,3.75,15009,United Kingdom,3.75
570076,20677,2011,10,5,11,pink polkadot bowl,8,2011-10-07 11:17:00,1.25,15738,United Kingdom,10.0
543131,21733,2011,2,4,15,red hanging heart t-light holder,6,2011-02-03 15:23:00,2.95,13539,United Kingdom,17.700000000000006
571275,20756,2011,10,7,12,green fern pocket book,3,2011-10-16 12:28:00,0.85,15994,United Kingdom,2.55
578541,22498,2011,11,4,15,wooden regatta bunting,3,2011-11-24 15:01:00,5.95,14277,France,17.85
578850,21169,2011,11,7,10,you're confusing me metal sign ,4,2011-11-27 10:47:00,1.69,13571,United Kingdom,6.76
542407,22245,2011,1,4,16,"hook, 1 hanger ,magic garden",24,2011-01-27 16:17:00,0.85,15601,United Kingdom,20.4
556419,21172,2011,6,5,12,party metal sign ,12,2011-06-10 12:30:00,1.45,15411,United Kingdom,17.4
553935,35810A,2011,5,5,10,enamel pink coffee container,1,2011-05-20 10:32:00,0.83,15856,United Kingdom,0.83
553141,85141,2011,5,5,13,jardin etched glass fruitbowl,1,2011-05-13 13:01:00,3.95,15907,United Kingdom,3.95
580555,23332,2011,12,1,10,ivory wicker heart large,12,2011-12-05 10:18:00,1.65,14911,EIRE,19.8
550918,84078A,2011,4,4,14,set/4 white retro storage cubes ,1,2011-04-21 14:03:00,39.95,17630,United Kingdom,39.95
547490,85150,2011,3,3,11,ladies & gentlemen metal sign,4,2011-03-23 11:48:00,2.55,17507,United Kingdom,10.2
551696,85123A,2011,5,2,13,white hanging heart t-light holder,32,2011-05-03 13:39:00,2.55,14110,United Kingdom,81.6
545377,22219,2011,3,3,11,lovebird hanging decoration white ,1,2011-03-02 11:32:00,0.85,14606,United Kingdom,0.85
563982,23145,2011,8,1,11,zinc t-light holder star large,12,2011-08-22 11:17:00,0.95,14397,United Kingdom,11.4
544637,22933,2011,2,2,11,baking mould easter egg milk choc,18,2011-02-22 11:20:00,2.95,16546,United Kingdom,53.1
574723,23470,2011,11,7,14,card holder love bird large ,4,2011-11-06 14:45:00,6.25,15150,United Kingdom,25.0
569418,22349,2011,10,2,10,dog bowl chasing ball design,24,2011-10-04 10:30:00,3.39,12989,United Kingdom,81.36
551527,82582,2011,5,7,12,area patrolled metal sign,6,2011-05-01 12:41:00,2.1,14395,United Kingdom,12.6
576189,70007,2011,11,1,11,hi tec alpine hand warmer,5,2011-11-14 11:33:00,1.65,14684,United Kingdom,8.25
576778,47503A,2011,11,3,13,ass floral print multi screwdriver,1,2011-11-16 13:24:00,0.42,16085,United Kingdom,0.42
546261,21931,2011,3,4,15,jumbo storage bag suki,2,2011-03-10 15:01:00,1.95,17841,United Kingdom,3.9
569629,79321,2011,10,3,11,chilli lights,4,2011-10-05 11:37:00,5.75,15249,United Kingdom,23.0
560942,22066,2011,7,5,11,love heart trinket pot,6,2011-07-22 11:31:00,0.39,15005,United Kingdom,2.34
545058,22697,2011,2,7,13,green regency teacup and saucer,6,2011-02-27 13:03:00,2.95,13767,United Kingdom,17.700000000000006
574063,82552,2011,11,3,14,washroom metal sign,2,2011-11-02 14:31:00,1.45,13271,United Kingdom,2.9
565995,22960,2011,9,4,11,jam making set with jars,2,2011-09-08 11:48:00,4.25,16076,United Kingdom,8.5
555839,22355,2011,6,2,12,charlotte bag suki design,10,2011-06-07 12:39:00,0.85,13283,United Kingdom,8.5
547644,22151,2011,3,4,11,place setting white heart,24,2011-03-24 11:38:00,0.42,14267,United Kingdom,10.08
547240,22065,2011,3,1,16,christmas pudding trinket pot ,1,2011-03-21 16:32:00,1.45,17585,United Kingdom,1.45
566562,22436,2011,9,2,12,12 coloured party balloons,10,2011-09-13 12:18:00,0.65,17365,United Kingdom,6.5
552364,47567B,2011,5,1,12,tea time kitchen apron,3,2011-05-09 12:25:00,5.95,13004,United Kingdom,17.85
546755,79051A,2011,3,3,13,smokey grey colour d.o.f. glass,24,2011-03-16 13:29:00,0.65,12502,Spain,15.6
569767,22147,2011,10,4,11,feltcraft butterfly hearts,12,2011-10-06 11:24:00,1.45,14849,United Kingdom,17.4
565150,23228,2011,9,4,14,filigree heart bird white ,24,2011-09-01 14:26:00,1.04,14298,United Kingdom,24.96
564436,21114,2011,8,4,12,lavender scented fabric heart,5,2011-08-25 12:06:00,1.25,17841,United Kingdom,6.25
543738,22791,2011,2,5,12,t-light glass fluted antique,72,2011-02-11 12:48:00,1.06,13094,United Kingdom,76.32000000000002
551160,20972,2011,4,2,15,pink cream felt craft trinket box ,12,2011-04-26 15:04:00,1.25,15237,United Kingdom,15.0
552042,21531,2011,5,5,9,red retrospot sugar jam bowl,12,2011-05-06 09:00:00,2.55,13952,United Kingdom,30.6
547073,84508B,2011,3,7,14,stripes design teddy,2,2011-03-20 14:23:00,2.55,17211,United Kingdom,5.1
562444,23229,2011,8,4,18,vintage donkey tail game ,4,2011-08-04 18:44:00,3.75,14713,United Kingdom,15.0
543040,22087,2011,2,3,17,paper bunting white lace,13,2011-02-02 17:06:00,2.95,17337,United Kingdom,38.35
576339,21948,2011,11,1,15,set of 6 cake chopsticks,5,2011-11-14 15:27:00,2.46,14096,United Kingdom,12.3
547785,84843,2011,3,5,11,white soap rack with 2 bottles,2,2011-03-25 11:41:00,5.95,13097,United Kingdom,11.9
569718,23052,2011,10,4,9,recycled acapulco mat turquoise,2,2011-10-06 09:01:00,8.25,15837,United Kingdom,16.5
575070,22348,2011,11,2,12,tea bag plate red retrospot,2,2011-11-08 12:58:00,0.85,17841,United Kingdom,1.7
549240,21454,2011,4,4,11,painted pink rabbit ,10,2011-04-07 11:37:00,0.85,15910,United Kingdom,8.5
544778,22722,2011,2,3,12,set of 6 spice tins pantry design,2,2011-02-23 12:03:00,3.95,14978,United Kingdom,7.9
538526,72351B,2010,12,1,9,set/6 pink  butterfly t-lights,144,2010-12-13 09:49:00,1.69,13225,United Kingdom,243.36
540288,22928,2011,1,4,12,yellow giant garden thermometer,1,2011-01-06 12:45:00,5.95,17634,United Kingdom,5.95
561857,85123A,2011,7,5,16,white hanging heart t-light holder,6,2011-07-29 16:24:00,2.95,13004,United Kingdom,17.700000000000006
558619,22287,2011,6,4,16,decoration wobbly chicken,48,2011-06-30 16:28:00,0.39,14401,United Kingdom,18.72
566428,21733,2011,9,1,14,red hanging heart t-light holder,6,2011-09-12 14:24:00,2.95,15932,United Kingdom,17.700000000000006
558328,22983,2011,6,2,12,card billboard font,12,2011-06-28 12:09:00,0.42,15146,United Kingdom,5.04
580062,16225,2011,12,4,13,rattle snake eggs,2,2011-12-01 13:28:00,1.25,15862,United Kingdom,2.5
545349,22522,2011,3,3,11,childs garden fork blue ,3,2011-03-02 11:07:00,0.85,18118,United Kingdom,2.55
543978,21977,2011,2,1,15,pack of 60 pink paisley cake cases,6,2011-02-14 15:37:00,0.55,12867,United Kingdom,3.3000000000000003
541006,22379,2011,1,4,10,recycling bag retrospot ,10,2011-01-13 10:43:00,2.1,13993,United Kingdom,21.0
547937,21705,2011,3,1,14,bag 500g swirly marbles,6,2011-03-28 14:27:00,1.65,15068,United Kingdom,9.9
565673,22112,2011,9,2,9,chocolate hot water bottle,9,2011-09-06 09:45:00,4.95,14441,United Kingdom,44.55
571291,23117,2011,10,7,15,poppy fields chopping board,1,2011-10-16 15:44:00,4.95,13610,United Kingdom,4.95
572091,85123A,2011,10,4,14,white hanging heart t-light holder,18,2011-10-20 14:40:00,2.95,15129,United Kingdom,53.1
564333,22555,2011,8,3,14,plasters in tin strongman,24,2011-08-24 14:14:00,1.65,13199,United Kingdom,39.6
565427,22630,2011,9,7,12,dolly girl lunch box,1,2011-09-04 12:49:00,1.95,17774,United Kingdom,1.95
542105,85061W,2011,1,2,13,white jewelled heart decoration,6,2011-01-25 13:35:00,0.85,12854,United Kingdom,5.1
559512,20750,2011,7,5,15,red retrospot mini cases,4,2011-07-08 15:54:00,7.95,14188,United Kingdom,31.8
569691,23121,2011,10,3,15,pack of 6 cocktail parasol straws,24,2011-10-05 15:09:00,0.42,18223,United Kingdom,10.08
575195,20725,2011,11,3,9,lunch bag red retrospot,10,2011-11-09 09:40:00,1.65,16767,United Kingdom,16.5
552231,22745,2011,5,5,15,poppy's playhouse bedroom ,2,2011-05-06 15:47:00,2.1,17364,United Kingdom,4.2
575089,23129,2011,11,2,14,heart shaped holly wreath,4,2011-11-08 14:02:00,4.15,13437,United Kingdom,16.6
547785,22192,2011,3,5,11,blue diner wall clock,2,2011-03-25 11:41:00,8.5,13097,United Kingdom,17.0
580720,23355,2011,12,1,16,hot water bottle keep calm,1,2011-12-05 16:55:00,4.95,14629,United Kingdom,4.95
554091,22748,2011,5,7,12,poppy's playhouse kitchen,6,2011-05-22 12:35:00,2.1,13657,United Kingdom,12.6
557123,20725,2011,6,4,17,lunch bag red retrospot,1,2011-06-16 17:56:00,1.65,15555,United Kingdom,1.65
541847,21035,2011,1,7,13,set/2 red retrospot tea towels ,2,2011-01-23 13:25:00,2.95,15443,United Kingdom,5.9
564363,23355,2011,8,3,16,hot water bottle keep calm,4,2011-08-24 16:23:00,4.95,15434,United Kingdom,19.8
566486,22730,2011,9,2,9,alarm clock bakelike ivory,3,2011-09-13 09:59:00,3.75,16098,United Kingdom,11.25
549250,22265,2011,4,4,12,easter decoration natural chick,3,2011-04-07 12:10:00,0.65,14446,United Kingdom,1.95
571847,23349,2011,10,3,12,roll wrap vintage christmas,12,2011-10-19 12:39:00,1.25,15220,United Kingdom,15.0
551270,21719,2011,4,3,12,lovely bonbon sticker sheet,3,2011-04-27 12:35:00,0.85,15891,United Kingdom,2.55
579196,22928,2011,11,1,15,yellow giant garden thermometer,3,2011-11-28 15:54:00,12.46,14096,United Kingdom,37.38
578686,22621,2011,11,5,9,traditional knitting nancy,12,2011-11-25 09:18:00,1.65,13050,United Kingdom,19.8
550317,22139,2011,4,7,11,retrospot tea set ceramic 11 pc ,3,2011-04-17 11:56:00,4.95,15172,United Kingdom,14.85
547511,85175,2011,3,3,13,cacti t-light candles,32,2011-03-23 13:44:00,0.42,17411,United Kingdom,13.44
547069,22995,2011,3,7,13,travel card wallet suki,5,2011-03-20 13:52:00,0.42,16710,United Kingdom,2.1
566237,22193,2011,9,7,11,red diner wall clock,4,2011-09-11 11:24:00,8.5,13742,United Kingdom,34.0
574368,21232,2011,11,5,10,strawberry ceramic trinket pot,12,2011-11-04 10:59:00,1.25,13004,United Kingdom,15.0
553146,22699,2011,5,5,13,roses regency teacup and saucer ,6,2011-05-13 13:52:00,2.95,14873,United Kingdom,17.700000000000006
577478,21617,2011,11,7,11,4 lily  botanical dinner candles,22,2011-11-20 11:33:00,1.25,15963,United Kingdom,27.5
575856,21981,2011,11,5,12,pack of 12 woodland tissues ,1,2011-11-11 12:28:00,0.39,16386,United Kingdom,0.39
547960,21156,2011,3,1,15,retrospot childrens apron,2,2011-03-28 15:27:00,1.95,15644,United Kingdom,3.9
552472,22771,2011,5,1,15,clear drawer knob acrylic edwardian,12,2011-05-09 15:48:00,1.25,16503,United Kingdom,15.0
578942,22909,2011,11,7,13,set of 20 vintage christmas napkins,1,2011-11-27 13:29:00,0.85,17288,United Kingdom,0.85
574732,23101,2011,11,7,15,silver stars table decoration,12,2011-11-06 15:11:00,0.83,13523,United Kingdom,9.96
557153,23289,2011,6,5,11,dolly girl childrens bowl,4,2011-06-17 11:07:00,1.25,13735,United Kingdom,5.0
549233,51014L,2011,4,4,11,"feather pen,light pink",48,2011-04-07 11:06:00,0.85,14912,Italy,40.8
548808,22606,2011,4,1,12,wooden skittles garden set,1,2011-04-04 12:55:00,15.95,17774,United Kingdom,15.95
547658,21041,2011,3,4,13,red retrospot oven glove double,1,2011-03-24 13:04:00,2.95,13736,United Kingdom,2.95
572899,23075,2011,10,3,14,parlour ceramic wall hook,12,2011-10-26 14:50:00,4.15,13435,United Kingdom,49.8
560711,23145,2011,7,3,12,zinc t-light holder star large,2,2011-07-20 12:58:00,0.95,17841,United Kingdom,1.9
566308,21915,2011,9,1,9,red  harmonica in box ,12,2011-09-12 09:38:00,1.25,15865,United Kingdom,15.0
542870,20719,2011,2,2,12,woodland charlotte bag,10,2011-02-01 12:29:00,0.85,15203,United Kingdom,8.5
